Dbid,Status,Name,Type,Layer,GUID,SETS
6793,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6794,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc990,4PAV - EST - CONC. ESTRUTURA - LADO B
6795,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6796,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc991,4PAV - EST - CONC. ESTRUTURA - LADO A
6797,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6798,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc992,4PAV - EST - CONC. ESTRUTURA - LADO A
6799,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6800,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc993,4PAV - EST - CONC. ESTRUTURA - LADO A
6801,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6802,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc99c,4PAV - EST - CONC. ESTRUTURA - LADO B
6803,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6804,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc99d,4PAV - EST - CONC. ESTRUTURA - LADO A
6805,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6806,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc99e,4PAV - EST - CONC. ESTRUTURA - LADO B
6807,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6808,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc99f,4PAV - EST - CONC. ESTRUTURA - LADO B
6809,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6810,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc998,4PAV - EST - CONC. ESTRUTURA - LADO B
6811,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6812,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc999,4PAV - EST - CONC. ESTRUTURA - LADO B
6813,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6814,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc99a,4PAV - EST - CONC. ESTRUTURA - LADO B
6815,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6816,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc99b,4PAV - EST - CONC. ESTRUTURA - LADO B
6817,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6818,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc984,4PAV - EST - CONC. ESTRUTURA - LADO B
6819,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6820,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc985,4PAV - EST - CONC. ESTRUTURA - LADO B
6821,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6822,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc986,4PAV - EST - CONC. ESTRUTURA - LADO B
6823,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6824,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc987,4PAV - EST - CONC. ESTRUTURA - LADO B
6825,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6826,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc980,4PAV - EST - CONC. ESTRUTURA - LADO B
6827,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6828,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc981,4PAV - EST - CONC. ESTRUTURA - LADO B
6829,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6830,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc982,4PAV - EST - CONC. ESTRUTURA - LADO B
6831,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6832,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc983,4PAV - EST - CONC. ESTRUTURA - LADO B
6833,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6834,N/A,PC-160-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,75cf08cf-179e-4112-b33c-5ff8923c2cfb,4PAV - EST - CONC. ESTRUTURA - LADO A
6835,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6836,N/A,PC-100-Osso/ParedeConcreto/Osso,Type,4° Pav-Tipo-EST,,
6837,N/A,PC-100-Osso/ParedeConcreto/Osso,8mm Extremidade superior,4° Pav-Tipo-EST,ba80e243-726d-4e22-bbbc-2c1e6d02096e,4PAV - EST - CONC. ESTRUTURA - LADO A
6838,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6839,N/A,Pisos,Category,4° Pav-Tipo-EST,,
6840,N/A,Piso,Family,4° Pav-Tipo-EST,,
6841,N/A,PI-110-LajeConcreto,Type,4° Pav-Tipo-EST,,
6842,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc98e,3PAV - EST - CONC. ESTRUTURA - LADO A
6843,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6844,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc9b0,3PAV - EST - CONC. ESTRUTURA - LADO A
6845,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6846,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc9a5,3PAV - EST - CONC. ESTRUTURA - LADO A
6847,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6848,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc851,3PAV - EST - CONC. ESTRUTURA - LADO A
6849,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6850,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc84c,3PAV - EST - CONC. ESTRUTURA - LADO A
6851,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6852,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc875,3PAV - EST - CONC. ESTRUTURA - LADO A
6853,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6854,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc878,3PAV - EST - CONC. ESTRUTURA - LADO A
6855,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6856,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc867,3PAV - EST - CONC. ESTRUTURA - LADO A
6857,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6858,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc868,3PAV - EST - CONC. ESTRUTURA - LADO A
6859,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6860,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc81d,3PAV - EST - CONC. ESTRUTURA - LADO A
6861,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6862,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc802,3PAV - EST - CONC. ESTRUTURA - LADO A
6863,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6864,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc809,3PAV - EST - CONC. ESTRUTURA - LADO A
6865,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6866,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc828,3PAV - EST - CONC. ESTRUTURA - LADO B
6867,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6868,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8d7,3PAV - EST - CONC. ESTRUTURA - LADO B
6869,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6870,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8d8,3PAV - EST - CONC. ESTRUTURA - LADO B
6871,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6872,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8cd,3PAV - EST - CONC. ESTRUTURA - LADO B
6873,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6874,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8f2,3PAV - EST - CONC. ESTRUTURA - LADO B
6875,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6876,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8f9,3PAV - EST - CONC. ESTRUTURA - LADO B
6877,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6878,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8e0,3PAV - EST - CONC. ESTRUTURA - LADO B
6879,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6880,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8ef,3PAV - EST - CONC. ESTRUTURA - LADO B
6881,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6882,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc890,3PAV - EST - CONC. ESTRUTURA - LADO B
6883,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6884,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc885,3PAV - EST - CONC. ESTRUTURA - LADO B
6885,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6886,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc88a,3PAV - EST - CONC. ESTRUTURA - LADO B
6887,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6888,N/A,PI-110-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dc8b1,3PAV - EST - CONC. ESTRUTURA - LADO B
6889,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6890,N/A,PI-130-LajeConcreto,Type,4° Pav-Tipo-EST,,
6891,N/A,PI-130-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcf76,3PAV - EST - CONC. ESTRUTURA - LADO B
6892,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6893,N/A,PI-130-LajeConcreto,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcf6d,3PAV - EST - CONC. ESTRUTURA - LADO A
6894,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6895,N/A,Quadro estrutural,Category,4° Pav-Tipo-EST,,
6896,N/A,EST_Viga_ConcretoRetangular,Family,4° Pav-Tipo-EST,,
6897,N/A,16x128cm,Type,4° Pav-Tipo-EST,,
6898,N/A,16x128cm,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dce2a,4PAV - EST - CONC. ESTRUTURA - LADO A
6899,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6900,N/A,16x128cm,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dced4,4PAV - EST - CONC. ESTRUTURA - LADO A
6901,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6902,N/A,16x128cm,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dced6,4PAV - EST - CONC. ESTRUTURA - LADO B
6903,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6904,N/A,16x128cm,8mm Extremidade superior,4° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dced0,4PAV - EST - CONC. ESTRUTURA - LADO B
6905,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6906,N/A,EST_Escada_Complemento,Family,4° Pav-Tipo-EST,,
6907,N/A,PD,Type,4° Pav-Tipo-EST,,
6908,N/A,PD,8mm Extremidade superior,4° Pav-Tipo-EST,3b4108f8-8e8a-408d-ae41-eb406208fd7f,4PAV - EST - CONC. ESTRUTURA - LADO A
6909,N/A,@Concreto,Solid,4° Pav-Tipo-EST,,
6910,N/A,5° Pav-Tipo-EST,Níveis: Nível: 8mm Extremidade superior,5° Pav-Tipo-EST,,
6911,N/A,Escadas,Category,5° Pav-Tipo-EST,,
6912,N/A,Escada moldada no local,Family,5° Pav-Tipo-EST,,
6913,N/A,Escada 13cm,Type,5° Pav-Tipo-EST,,
6914,N/A,Escada 13cm,8mm Extremidade superior,5° Pav-Tipo-EST,ba80e243-726d-4e22-bbbc-2c1e6d021b1d,5PAV - EST - CONC. ESTRUTURA - LADO A
6915,N/A,13cm,Patamares: Patamar monolítico: 13cm,5° Pav-Tipo-EST,,
6916,N/A,@Concreto,Patamares: Patamar monolítico: 13cm,5° Pav-Tipo-EST,,
6917,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6918,N/A,13cm,Lances: Lance monolítico: 13cm,5° Pav-Tipo-EST,,
6919,N/A,@Concreto,Lances: Lance monolítico: 13cm,5° Pav-Tipo-EST,,
6920,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6921,N/A,13cm,Lances: Lance monolítico: 13cm,5° Pav-Tipo-EST,,
6922,N/A,@Concreto,Lances: Lance monolítico: 13cm,5° Pav-Tipo-EST,,
6923,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6924,N/A,Paredes,Category,5° Pav-Tipo-EST,,
6925,N/A,Parede básica,Family,5° Pav-Tipo-EST,,
6926,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,Type,5° Pav-Tipo-EST,,
6927,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd41,5PAV - EST - CONC. ESTRUTURA - LADO A
6928,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6929,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd42,5PAV - EST - CONC. ESTRUTURA - LADO A
6930,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6931,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd43,5PAV - EST - CONC. ESTRUTURA - LADO A
6932,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6933,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd4c,5PAV - EST - CONC. ESTRUTURA - LADO A
6934,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6935,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd4d,5PAV - EST - CONC. ESTRUTURA - LADO A
6936,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6937,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd4e,5PAV - EST - CONC. ESTRUTURA - LADO A
6938,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6939,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd4f,5PAV - EST - CONC. ESTRUTURA - LADO A
6940,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6941,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd48,5PAV - EST - CONC. ESTRUTURA - LADO A
6942,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6943,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd49,5PAV - EST - CONC. ESTRUTURA - LADO A
6944,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6945,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd4a,5PAV - EST - CONC. ESTRUTURA - LADO B
6946,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6947,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd4b,5PAV - EST - CONC. ESTRUTURA - LADO B
6948,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6949,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd74,5PAV - EST - CONC. ESTRUTURA - LADO B
6950,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6951,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd75,5PAV - EST - CONC. ESTRUTURA - LADO B
6952,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6953,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd76,5PAV - EST - CONC. ESTRUTURA - LADO B
6954,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6955,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd77,5PAV - EST - CONC. ESTRUTURA - LADO B
6956,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6957,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd70,5PAV - EST - CONC. ESTRUTURA - LADO A
6958,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6959,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd71,5PAV - EST - CONC. ESTRUTURA - LADO B
6960,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6961,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd72,5PAV - EST - CONC. ESTRUTURA - LADO B
6962,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6963,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd73,5PAV - EST - CONC. ESTRUTURA - LADO B
6964,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6965,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd7c,5PAV - EST - CONC. ESTRUTURA - LADO B
6966,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6967,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd7d,5PAV - EST - CONC. ESTRUTURA - LADO B
6968,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6969,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd7e,5PAV - EST - CONC. ESTRUTURA - LADO B
6970,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6971,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd7f,5PAV - EST - CONC. ESTRUTURA - LADO B
6972,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6973,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd78,5PAV - EST - CONC. ESTRUTURA - LADO B
6974,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6975,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd79,5PAV - EST - CONC. ESTRUTURA - LADO B
6976,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6977,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd7a,5PAV - EST - CONC. ESTRUTURA - LADO B
6978,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6979,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd7b,5PAV - EST - CONC. ESTRUTURA - LADO B
6980,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6981,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd64,5PAV - EST - CONC. ESTRUTURA - LADO B
6982,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6983,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd65,5PAV - EST - CONC. ESTRUTURA - LADO B
6984,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6985,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd66,5PAV - EST - CONC. ESTRUTURA - LADO B
6986,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6987,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd67,5PAV - EST - CONC. ESTRUTURA - LADO B
6988,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6989,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd60,5PAV - EST - CONC. ESTRUTURA - LADO B
6990,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6991,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd61,5PAV - EST - CONC. ESTRUTURA - LADO B
6992,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6993,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd62,5PAV - EST - CONC. ESTRUTURA - LADO B
6994,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6995,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd63,5PAV - EST - CONC. ESTRUTURA - LADO B
6996,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6997,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd6c,5PAV - EST - CONC. ESTRUTURA - LADO A
6998,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
6999,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd6d,5PAV - EST - CONC. ESTRUTURA - LADO A
7000,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7001,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd6e,5PAV - EST - CONC. ESTRUTURA - LADO A
7002,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7003,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd6f,5PAV - EST - CONC. ESTRUTURA - LADO A
7004,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7005,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd68,5PAV - EST - CONC. ESTRUTURA - LADO A
7006,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
7007,N/A,PC-160-Osso/ParedeConcreto/Osso-EXT,8mm Extremidade superior,5° Pav-Tipo-EST,fedba55b-f36e-4269-9cec-d257674dcd69,5PAV - EST - CONC. ESTRUTURA - LADO A
7008,N/A,@Concreto,Solid,5° Pav-Tipo-EST,,
